"team_api_id","team_fifa_api_id","team_long_name","team_short_name","id","date","buildupplayspeed","buildupplayspeedclass","buildupplaydribbling","buildupplaydribblingclass","buildupplaypassing","buildupplaypassingclass","buildupplaypositioningclass","chancecreationpassing","chancecreationpassingclass","chancecreationcrossing","chancecreationcrossingclass","chancecreationshooting","chancecreationshootingclass","chancecreationpositioningclass","defencepressure","defencepressureclass","defenceaggression","defenceaggressionclass","defenceteamwidth","defenceteamwidthclass","defencedefenderlineclass"
10264,1896,"SC Braga","BRA",232,"2011-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",55,"Normal",50,"Normal",60,"Normal","Organised",40,"Medium",60,"Press",50,"Normal","Cover"
10264,1896,"SC Braga","BRA",233,"2012-02-22 00:00:00",53,"Balanced",NULL,"Little",46,"Mixed","Organised",53,"Normal",53,"Normal",52,"Normal","Organised",23,"Deep",48,"Press",39,"Normal","Cover"
10264,1896,"SC Braga","BRA",234,"2013-09-20 00:00:00",66,"Balanced",NULL,"Little",54,"Mixed","Organised",53,"Normal",53,"Normal",52,"Normal","Organised",25,"Deep",56,"Press",39,"Normal","Cover"
10264,1896,"SC Braga","BRA",235,"2014-09-19 00:00:00",53,"Balanced",35,"Normal",55,"Mixed","Organised",53,"Normal",65,"Normal",39,"Normal","Organised",25,"Deep",56,"Press",39,"Normal","Cover"
10264,1896,"SC Braga","BRA",236,"2015-09-10 00:00:00",55,"Balanced",35,"Normal",55,"Mixed","Organised",62,"Normal",65,"Normal",39,"Normal","Organised",25,"Deep",56,"Press",39,"Normal","Cover"
9858,190,"Brescia","BRE",237,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",35,"Normal",50,"Normal",70,"Lots","Free Form",45,"Medium",30,"Contain",55,"Normal","Offside Trap"
9858,190,"Brescia","BRE",238,"2011-02-22 00:00:00",30,"Slow",NULL,"Little",50,"Mixed","Organised",50,"Normal",65,"Normal",65,"Normal","Organised",45,"Medium",45,"Press",55,"Normal","Cover"
9858,190,"Brescia","BRE",239,"2012-02-22 00:00:00",35,"Balanced",NULL,"Little",35,"Mixed","Organised",35,"Normal",20,"Little",65,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
9858,190,"Brescia","BRE",240,"2013-09-20 00:00:00",42,"Balanced",NULL,"Little",43,"Mixed","Organised",45,"Normal",25,"Little",75,"Lots","Free Form",41,"Medium",52,"Press",62,"Normal","Cover"
9858,190,"Brescia","BRE",241,"2014-09-19 00:00:00",42,"Balanced",56,"Normal",27,"Short","Organised",54,"Normal",25,"Little",75,"Lots","Organised",41,"Medium",52,"Press",57,"Normal","Cover"
9858,190,"Brescia","BRE",242,"2015-09-10 00:00:00",42,"Balanced",56,"Normal",43,"Mixed","Organised",41,"Normal",48,"Normal",69,"Lots","Organised",41,"Medium",52,"Press",57,"Normal","Cover"
8521,378,"Stade Brestois 29","BRE",243,"2010-02-22 00:00:00",50,"Balanced",NULL,"Little",40,"Mixed","Organised",30,"Safe",40,"Normal",60,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
8521,378,"Stade Brestois 29","BRE",244,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",35,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",55,"Medium",45,"Press",65,"Normal","Cover"
8521,378,"Stade Brestois 29","BRE",245,"2012-02-22 00:00:00",64,"Balanced",NULL,"Little",62,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
8521,378,"Stade Brestois 29","BRE",246,"2013-09-20 00:00:00",59,"Balanced",NULL,"Little",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
8521,378,"Stade Brestois 29","BRE",247,"2014-09-19 00:00:00",59,"Balanced",48,"Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
8521,378,"Stade Brestois 29","BRE",248,"2015-09-10 00:00:00",59,"Balanced",48,"Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
8191,1796,"Burnley","BUR",249,"2010-02-22 00:00:00",70,"Fast",NULL,"Little",65,"Mixed","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",65,"Medium",70,"Double",70,"Wide","Cover"
8191,1796,"Burnley","BUR",250,"2011-02-22 00:00:00",36,"Balanced",NULL,"Little",52,"Mixed","Organised",49,"Normal",68,"Lots",55,"Normal","Organised",24,"Deep",56,"Press",66,"Normal","Cover"
8191,1796,"Burnley","BUR",251,"2012-02-22 00:00:00",48,"Balanced",NULL,"Little",44,"Mixed","Organised",56,"Normal",58,"Normal",48,"Normal","Organised",52,"Medium",50,"Press",58,"Normal","Cover"
8191,1796,"Burnley","BUR",252,"2013-09-20 00:00:00",54,"Balanced",NULL,"Little",55,"Mixed","Organised",56,"Normal",59,"Normal",48,"Normal","Organised",48,"Medium",50,"Press",58,"Normal","Cover"
8191,1796,"Burnley","BUR",253,"2014-09-19 00:00:00",48,"Balanced",32,"Little",74,"Long","Organised",72,"Risky",59,"Normal",58,"Normal","Organised",54,"Medium",57,"Press",58,"Normal","Cover"
8191,1796,"Burnley","BUR",254,"2015-09-10 00:00:00",54,"Balanced",32,"Little",67,"Long","Organised",72,"Risky",57,"Normal",47,"Normal","Organised",63,"Medium",62,"Press",58,"Normal","Cover"
7819,210,"SM Caen","CAE",255,"2010-02-22 00:00:00",65,"Balanced",NULL,"Little",30,"Short","Organised",50,"Normal",65,"Normal",40,"Normal","Organised",70,"High",65,"Press",70,"Wide","Cover"
7819,210,"SM Caen","CAE",256,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",35,"Mixed","Organised",35,"Normal",65,"Normal",65,"Normal","Organised",55,"Medium",45,"Press",65,"Normal","Cover"
7819,210,"SM Caen","CAE",257,"2012-02-22 00:00:00",48,"Balanced",NULL,"Little",52,"Mixed","Organised",48,"Normal",54,"Normal",53,"Normal","Organised",47,"Medium",45,"Press",51,"Normal","Cover"
7819,210,"SM Caen","CAE",258,"2013-09-20 00:00:00",48,"Balanced",NULL,"Little",52,"Mixed","Organised",48,"Normal",54,"Normal",53,"Normal","Organised",47,"Medium",45,"Press",51,"Normal","Cover"
7819,210,"SM Caen","CAE",259,"2014-09-19 00:00:00",62,"Balanced",50,"Normal",45,"Mixed","Organised",48,"Normal",54,"Normal",53,"Normal","Organised",43,"Medium",42,"Press",51,"Normal","Cover"
7819,210,"SM Caen","CAE",260,"2015-09-10 00:00:00",62,"Balanced",50,"Normal",45,"Mixed","Organised",48,"Normal",54,"Normal",53,"Normal","Organised",43,"Medium",42,"Press",51,"Normal","Cover"
8529,1842,"Cagliari","CAG",261,"2010-02-22 00:00:00",40,"Balanced",NULL,"Little",30,"Short","Organised",30,"Safe",35,"Normal",55,"Normal","Organised",40,"Medium",55,"Press",60,"Normal","Cover"
8529,1842,"Cagliari","CAG",262,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Free Form",45,"Medium",45,"Press",51,"Normal","Cover"
8529,1842,"Cagliari","CAG",263,"2012-02-22 00:00:00",40,"Balanced",NULL,"Little",50,"Mixed","Organised",65,"Normal",50,"Normal",50,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
8529,1842,"Cagliari","CAG",264,"2013-09-20 00:00:00",63,"Balanced",NULL,"Little",36,"Mixed","Organised",66,"Normal",51,"Normal",51,"Normal","Free Form",46,"Medium",56,"Press",51,"Normal","Cover"
8529,1842,"Cagliari","CAG",265,"2014-09-19 00:00:00",63,"Balanced",51,"Normal",53,"Mixed","Organised",33,"Safe",51,"Normal",68,"Lots","Organised",37,"Medium",56,"Press",51,"Normal","Cover"
8529,1842,"Cagliari","CAG",266,"2015-09-10 00:00:00",67,"Fast",32,"Little",35,"Mixed","Organised",69,"Risky",58,"Normal",69,"Lots","Free Form",65,"Medium",65,"Press",57,"Normal","Offside Trap"
7788,647,"SC Cambuur","CAM",267,"2014-09-19 00:00:00",45,"Balanced",39,"Normal",42,"Mixed","Organised",46,"Normal",56,"Normal",57,"Normal","Organised",42,"Medium",49,"Press",47,"Normal","Cover"
7788,647,"SC Cambuur","CAM",268,"2015-09-10 00:00:00",43,"Balanced",36,"Normal",57,"Mixed","Organised",46,"Normal",50,"Normal",38,"Normal","Organised",42,"Medium",49,"Press",47,"Normal","Cover"
8344,1961,"Cardiff City","CAR",269,"2010-02-22 00:00:00",65,"Balanced",NULL,"Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","Cover"
8344,1961,"Cardiff City","CAR",270,"2011-02-22 00:00:00",67,"Fast",NULL,"Little",49,"Mixed","Organised",67,"Risky",67,"Lots",48,"Normal","Organised",46,"Medium",47,"Press",53,"Normal","Cover"
8344,1961,"Cardiff City","CAR",271,"2012-02-22 00:00:00",60,"Balanced",NULL,"Little",64,"Mixed","Organised",54,"Normal",46,"Normal",54,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","Cover"
8344,1961,"Cardiff City","CAR",272,"2013-09-20 00:00:00",60,"Balanced",NULL,"Little",69,"Long","Organised",54,"Normal",59,"Normal",62,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","Cover"
8344,1961,"Cardiff City","CAR",273,"2014-09-19 00:00:00",60,"Balanced",29,"Little",54,"Mixed","Organised",52,"Normal",46,"Normal",41,"Normal","Organised",33,"Deep",41,"Press",39,"Normal","Cover"
8344,1961,"Cardiff City","CAR",274,"2015-09-10 00:00:00",60,"Balanced",41,"Normal",67,"Long","Organised",52,"Normal",56,"Normal",46,"Normal","Organised",33,"Deep",41,"Press",39,"Normal","Cover"
208931,112409,"Carpi","CAP",275,"2014-09-19 00:00:00",32,"Slow",46,"Normal",31,"Short","Organised",47,"Normal",36,"Normal",54,"Normal","Organised",46,"Medium",44,"Press",51,"Normal","Cover"
208931,112409,"Carpi","CAP",276,"2015-09-10 00:00:00",80,"Fast",45,"Normal",65,"Mixed","Organised",70,"Risky",40,"Normal",50,"Normal","Organised",25,"Deep",55,"Press",35,"Normal","Cover"
8530,110364,"Catania","CAT",277,"2010-02-22 00:00:00",35,"Balanced",NULL,"Little",30,"Short","Organised",30,"Safe",30,"Little",60,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Cover"
8530,110364,"Catania","CAT",278,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",35,"Mixed","Free Form",50,"Normal",65,"Normal",63,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Offside Trap"
8530,110364,"Catania","CAT",279,"2012-02-22 00:00:00",40,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",50,"Normal",50,"Normal","Organised",25,"Deep",50,"Press",35,"Normal","Cover"
8530,110364,"Catania","CAT",280,"2013-09-20 00:00:00",67,"Fast",NULL,"Little",37,"Mixed","Free Form",67,"Risky",52,"Normal",52,"Normal","Organised",37,"Medium",57,"Press",52,"Normal","Cover"
8530,110364,"Catania","CAT",281,"2014-09-19 00:00:00",75,"Fast",52,"Normal",48,"Mixed","Organised",53,"Normal",52,"Normal",36,"Normal","Organised",28,"Deep",67,"Double",52,"Normal","Cover"
8530,110364,"Catania","CAT",282,"2015-09-10 00:00:00",70,"Fast",52,"Normal",48,"Mixed","Organised",53,"Normal",52,"Normal",36,"Normal","Organised",31,"Deep",64,"Press",52,"Normal","Cover"
9910,450,"RC Celta de Vigo","CEL",283,"2010-02-22 00:00:00",35,"Balanced",NULL,"Little",30,"Short","Organised",45,"Normal",45,"Normal",70,"Lots","Organised",35,"Medium",30,"Contain",50,"Normal","Offside Trap"
9910,450,"RC Celta de Vigo","CEL",284,"2011-02-22 00:00:00",43,"Balanced",NULL,"Little",44,"Mixed","Organised",53,"Normal",45,"Normal",60,"Normal","Organised",40,"Medium",41,"Press",47,"Normal","Cover"
9910,450,"RC Celta de Vigo","CEL",285,"2012-02-22 00:00:00",53,"Balanced",NULL,"Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Organised",42,"Medium",52,"Press",68,"Wide","Cover"
9910,450,"RC Celta de Vigo","CEL",286,"2013-09-20 00:00:00",53,"Balanced",NULL,"Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide","Cover"
9910,450,"RC Celta de Vigo","CEL",287,"2014-09-19 00:00:00",53,"Balanced",54,"Normal",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Organised",42,"Medium",52,"Press",65,"Normal","Cover"
9910,450,"RC Celta de Vigo","CEL",288,"2015-09-10 00:00:00",55,"Balanced",59,"Normal",38,"Mixed","Organised",41,"Normal",48,"Normal",50,"Normal","Free Form",55,"Medium",55,"Press",59,"Normal","Cover"
9925,78,"Celtic","CEL",289,"2010-02-22 00:00:00",70,"Fast",NULL,"Little",70,"Long","Organised",65,"Normal",70,"Lots",70,"Lots","Organised",60,"Medium",70,"Double",70,"Wide","Cover"
9925,78,"Celtic","CEL",290,"2011-02-22 00:00:00",54,"Balanced",NULL,"Little",52,"Mixed","Organised",52,"Normal",67,"Lots",51,"Normal","Organised",46,"Medium",46,"Press",67,"Wide","Cover"
9925,78,"Celtic","CEL",291,"2012-02-22 00:00:00",70,"Fast",NULL,"Little",58,"Mixed","Organised",54,"Normal",58,"Normal",60,"Normal","Organised",50,"Medium",50,"Press",60,"Normal","Cover"
9925,78,"Celtic","CEL",292,"2013-09-20 00:00:00",50,"Balanced",NULL,"Little",53,"Mixed","Organised",57,"Normal",58,"Normal",60,"Normal","Free Form",55,"Medium",51,"Press",60,"Normal","Cover"
9925,78,"Celtic","CEL",293,"2014-09-19 00:00:00",70,"Fast",52,"Normal",58,"Mixed","Organised",55,"Normal",61,"Normal",62,"Normal","Organised",51,"Medium",54,"Press",60,"Normal","Cover"
9925,78,"Celtic","CEL",294,"2015-09-10 00:00:00",54,"Balanced",49,"Normal",53,"Mixed","Organised",51,"Normal",51,"Normal",62,"Normal","Organised",58,"Medium",55,"Press",56,"Normal","Cover"
9984,1750,"KSV Cercle Brugge","CEB",295,"2010-02-22 00:00:00",45,"Balanced",NULL,"Little",35,"Mixed","Organised",70,"Risky",45,"Normal",55,"Normal","Organised",65,"Medium",60,"Press",70,"Wide","Cover"
9984,1750,"KSV Cercle Brugge","CEB",296,"2011-02-22 00:00:00",50,"Balanced",NULL,"Little",50,"Mixed","Free Form",70,"Risky",65,"Normal",65,"Normal","Organised",60,"Medium",50,"Press",70,"Wide","Cover"
9984,1750,"KSV Cercle Brugge","CEB",297,"2012-02-22 00:00:00",68,"Fast",NULL,"Little",54,"Mixed","Organised",55,"Normal",68,"Lots",42,"Normal","Organised",59,"Medium",47,"Press",62,"Normal","Cover"
9984,1750,"KSV Cercle Brugge","CEB",298,"2013-09-20 00:00:00",53,"Balanced",NULL,"Little",40,"Mixed","Organised",55,"Normal",68,"Lots",42,"Normal","Free Form",59,"Medium",47,"Press",62,"Normal","Cover"
9984,1750,"KSV Cercle Brugge","CEB",299,"2014-09-19 00:00:00",53,"Balanced",49,"Normal",43,"Mixed","Organised",52,"Normal",58,"Normal",42,"Normal","Organised",59,"Medium",47,"Press",62,"Normal","Cover"
9984,1750,"KSV Cercle Brugge","CEB",300,"2015-09-10 00:00:00",53,"Balanced",49,"Normal",43,"Mixed","Organised",52,"Normal",58,"Normal",42,"Normal","Organised",59,"Medium",47,"Press",62,"Normal","Cover"
9880,110915,"Cesena","CES",301,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",35,"Normal",45,"Normal",65,"Normal","Organised",50,"Medium",30,"Contain",50,"Normal","Cover"
9880,110915,"Cesena","CES",302,"2011-02-22 00:00:00",50,"Balanced",NULL,"Little",50,"Mixed","Organised",35,"Normal",35,"Normal",50,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Cover"
9880,110915,"Cesena","CES",303,"2012-02-22 00:00:00",60,"Balanced",NULL,"Little",40,"Mixed","Organised",50,"Normal",35,"Normal",65,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
9880,110915,"Cesena","CES",304,"2013-09-20 00:00:00",73,"Fast",NULL,"Little",44,"Mixed","Organised",53,"Normal",44,"Normal",73,"Lots","Organised",39,"Medium",49,"Press",57,"Normal","Cover"
9880,110915,"Cesena","CES",305,"2014-09-19 00:00:00",73,"Fast",29,"Little",41,"Mixed","Organised",53,"Normal",44,"Normal",73,"Lots","Organised",39,"Medium",49,"Press",57,"Normal","Cover"
9880,110915,"Cesena","CES",306,"2015-09-10 00:00:00",66,"Balanced",31,"Little",41,"Mixed","Organised",53,"Normal",44,"Normal",66,"Normal","Organised",39,"Medium",49,"Press",57,"Normal","Cover"
8455,5,"Chelsea","CHE",307,"2010-02-22 00:00:00",70,"Fast",NULL,"Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal","Cover"
8455,5,"Chelsea","CHE",308,"2011-02-22 00:00:00",60,"Balanced",NULL,"Little",50,"Mixed","Free Form",60,"Normal",60,"Normal",80,"Lots","Free Form",35,"Medium",55,"Press",50,"Normal","Cover"
8455,5,"Chelsea","CHE",309,"2012-02-22 00:00:00",60,"Balanced",NULL,"Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal","Cover"
8455,5,"Chelsea","CHE",310,"2013-09-20 00:00:00",46,"Balanced",NULL,"Little",41,"Mixed","Organised",46,"Normal",61,"Normal",63,"Normal","Organised",42,"Medium",43,"Press",46,"Normal","Cover"
8455,5,"Chelsea","CHE",311,"2014-09-19 00:00:00",67,"Fast",52,"Normal",38,"Mixed","Organised",41,"Normal",61,"Normal",68,"Lots","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
8455,5,"Chelsea","CHE",312,"2015-09-10 00:00:00",67,"Fast",41,"Normal",36,"Mixed","Organised",41,"Normal",34,"Normal",44,"Normal","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
8533,192,"Chievo Verona","CHI",313,"2010-02-22 00:00:00",45,"Balanced",NULL,"Little",30,"Short","Organised",35,"Normal",45,"Normal",65,"Normal","Organised",30,"Deep",70,"Double",65,"Normal","Offside Trap"
8533,192,"Chievo Verona","CHI",314,"2011-02-22 00:00:00",45,"Balanced",NULL,"Little",50,"Mixed","Organised",49,"Normal",45,"Normal",35,"Normal","Organised",36,"Medium",70,"Double",51,"Normal","Cover"
8533,192,"Chievo Verona","CHI",315,"2012-02-22 00:00:00",60,"Balanced",NULL,"Little",65,"Mixed","Organised",50,"Normal",50,"Normal",65,"Normal","Organised",25,"Deep",45,"Press",50,"Normal","Cover"
8533,192,"Chievo Verona","CHI",316,"2013-09-20 00:00:00",66,"Balanced",NULL,"Little",67,"Long","Organised",52,"Normal",51,"Normal",66,"Normal","Free Form",26,"Deep",59,"Press",51,"Normal","Cover"
8533,192,"Chievo Verona","CHI",317,"2014-09-19 00:00:00",66,"Balanced",54,"Normal",67,"Long","Organised",52,"Normal",66,"Normal",52,"Normal","Organised",46,"Medium",59,"Press",51,"Normal","Cover"
8533,192,"Chievo Verona","CHI",318,"2015-09-10 00:00:00",66,"Balanced",54,"Normal",67,"Long","Organised",52,"Normal",66,"Normal",52,"Normal","Organised",46,"Medium",59,"Press",51,"Normal","Cover"
8342,231,"Club Brugge KV","CLB",319,"2010-02-22 00:00:00",35,"Balanced",NULL,"Little",40,"Mixed","Organised",45,"Normal",50,"Normal",45,"Normal","Organised",60,"Medium",70,"Double",70,"Wide","Cover"
8342,231,"Club Brugge KV","CLB",320,"2011-02-22 00:00:00",67,"Fast",NULL,"Little",47,"Mixed","Free Form",68,"Risky",49,"Normal",53,"Normal","Free Form",57,"Medium",44,"Press",47,"Normal","Cover"
8342,231,"Club Brugge KV","CLB",321,"2012-02-22 00:00:00",64,"Balanced",NULL,"Little",54,"Mixed","Organised",48,"Normal",61,"Normal",47,"Normal","Organised",60,"Medium",50,"Press",52,"Normal","Cover"
8342,231,"Club Brugge KV","CLB",322,"2013-09-20 00:00:00",45,"Balanced",NULL,"Little",48,"Mixed","Organised",48,"Normal",61,"Normal",47,"Normal","Organised",43,"Medium",59,"Press",45,"Normal","Cover"
8342,231,"Club Brugge KV","CLB",323,"2014-09-19 00:00:00",42,"Balanced",52,"Normal",45,"Mixed","Organised",42,"Normal",57,"Normal",47,"Normal","Organised",51,"Medium",50,"Press",57,"Normal","Cover"
8342,231,"Club Brugge KV","CLB",324,"2015-09-10 00:00:00",42,"Balanced",52,"Normal",45,"Mixed","Organised",42,"Normal",57,"Normal",47,"Normal","Organised",51,"Medium",50,"Press",57,"Normal","Cover"
7869,1867,"Córdoba CF","COR",325,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",35,"Normal",45,"Normal",60,"Normal","Organised",35,"Medium",30,"Contain",40,"Normal","Cover"
7869,1867,"Córdoba CF","COR",326,"2011-02-22 00:00:00",39,"Balanced",NULL,"Little",41,"Mixed","Organised",40,"Normal",42,"Normal",46,"Normal","Organised",40,"Medium",38,"Press",44,"Normal","Cover"
7869,1867,"Córdoba CF","COR",327,"2012-02-22 00:00:00",40,"Balanced",NULL,"Little",53,"Mixed","Organised",40,"Normal",71,"Lots",48,"Normal","Organised",36,"Medium",41,"Press",52,"Normal","Cover"
7869,1867,"Córdoba CF","COR",328,"2013-09-20 00:00:00",40,"Balanced",NULL,"Little",53,"Mixed","Organised",40,"Normal",71,"Lots",48,"Normal","Organised",36,"Medium",41,"Press",52,"Normal","Cover"
7869,1867,"Córdoba CF","COR",329,"2014-09-19 00:00:00",40,"Balanced",53,"Normal",53,"Mixed","Organised",40,"Normal",66,"Normal",48,"Normal","Organised",36,"Medium",41,"Press",52,"Normal","Cover"
7869,1867,"Córdoba CF","COR",330,"2015-09-10 00:00:00",53,"Balanced",40,"Normal",48,"Mixed","Organised",55,"Normal",59,"Normal",57,"Normal","Organised",38,"Medium",39,"Press",52,"Normal","Cover"
2186,110747,"Cracovia","CKR",331,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",45,"Mixed","Organised",40,"Normal",35,"Normal",65,"Normal","Organised",70,"High",70,"Double",65,"Normal","Cover"
2186,110747,"Cracovia","CKR",332,"2011-02-22 00:00:00",46,"Balanced",NULL,"Little",51,"Mixed","Organised",48,"Normal",48,"Normal",52,"Normal","Organised",48,"Medium",33,"Contain",63,"Normal","Cover"
2186,110747,"Cracovia","CKR",333,"2012-02-22 00:00:00",57,"Balanced",NULL,"Little",59,"Mixed","Organised",57,"Normal",33,"Little",78,"Lots","Organised",59,"Medium",51,"Press",53,"Normal","Cover"
2186,110747,"Cracovia","CKR",334,"2014-09-19 00:00:00",37,"Balanced",50,"Normal",38,"Mixed","Organised",66,"Normal",66,"Normal",33,"Little","Organised",59,"Medium",34,"Press",64,"Normal","Cover"
2186,110747,"Cracovia","CKR",335,"2015-09-10 00:00:00",37,"Balanced",50,"Normal",38,"Mixed","Organised",66,"Normal",66,"Normal",33,"Little","Organised",59,"Medium",34,"Press",64,"Normal","Cover"
9826,1799,"Crystal Palace","CRY",336,"2010-02-22 00:00:00",70,"Fast",NULL,"Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",65,"Medium",60,"Press",60,"Normal","Cover"
9826,1799,"Crystal Palace","CRY",337,"2011-02-22 00:00:00",53,"Balanced",NULL,"Little",54,"Mixed","Organised",69,"Risky",48,"Normal",52,"Normal","Organised",48,"Medium",43,"Press",33,"Narrow","Cover"
9826,1799,"Crystal Palace","CRY",338,"2012-02-22 00:00:00",43,"Balanced",NULL,"Little",46,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",44,"Medium",27,"Contain",53,"Normal","Cover"
9826,1799,"Crystal Palace","CRY",339,"2013-09-20 00:00:00",52,"Balanced",NULL,"Little",47,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",36,"Medium",33,"Contain",53,"Normal","Cover"
9826,1799,"Crystal Palace","CRY",340,"2014-09-19 00:00:00",61,"Balanced",36,"Normal",68,"Long","Organised",67,"Risky",62,"Normal",52,"Normal","Organised",36,"Medium",34,"Press",48,"Normal","Cover"
9826,1799,"Crystal Palace","CRY",341,"2015-09-10 00:00:00",61,"Balanced",45,"Normal",67,"Long","Organised",67,"Risky",69,"Lots",50,"Normal","Organised",36,"Medium",34,"Press",41,"Normal","Cover"
8262,110502,"SV Darmstadt 98","DAR",342,"2015-09-10 00:00:00",59,"Balanced",43,"Normal",77,"Long","Organised",52,"Normal",77,"Lots",45,"Normal","Organised",32,"Deep",56,"Press",41,"Normal","Cover"
8526,635,"De Graafschap","GRA",343,"2011-02-22 00:00:00",30,"Slow",NULL,"Little",40,"Mixed","Organised",43,"Normal",45,"Normal",65,"Normal","Organised",42,"Medium",45,"Press",50,"Normal","Cover"
8526,635,"De Graafschap","GRA",344,"2012-02-22 00:00:00",37,"Balanced",NULL,"Little",41,"Mixed","Organised",47,"Normal",40,"Normal",63,"Normal","Organised",52,"Medium",43,"Press",41,"Normal","Cover"
9783,242,"RC Deportivo de La Coruña","COR",345,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",30,"Safe",45,"Normal",65,"Normal","Organised",35,"Medium",35,"Press",45,"Normal","Offside Trap"
9783,242,"RC Deportivo de La Coruña","COR",346,"2011-02-22 00:00:00",56,"Balanced",NULL,"Little",42,"Mixed","Organised",57,"Normal",69,"Lots",61,"Normal","Organised",38,"Medium",44,"Press",69,"Wide","Cover"
9783,242,"RC Deportivo de La Coruña","COR",347,"2012-02-22 00:00:00",56,"Balanced",NULL,"Little",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
9783,242,"RC Deportivo de La Coruña","COR",348,"2013-09-20 00:00:00",56,"Balanced",NULL,"Little",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
9783,242,"RC Deportivo de La Coruña","COR",349,"2014-09-19 00:00:00",56,"Balanced",55,"Normal",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
9783,242,"RC Deportivo de La Coruña","COR",350,"2015-09-10 00:00:00",53,"Balanced",55,"Normal",47,"Mixed","Organised",38,"Normal",52,"Normal",55,"Normal","Organised",45,"Medium",50,"Press",59,"Normal","Offside Trap"
9836,110569,"Dijon FCO","DIJ",351,"2010-02-22 00:00:00",55,"Balanced",NULL,"Little",40,"Mixed","Organised",40,"Normal",40,"Normal",55,"Normal","Organised",30,"Deep",60,"Press",30,"Narrow","Offside Trap"
9836,110569,"Dijon FCO","DIJ",352,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
9836,110569,"Dijon FCO","DIJ",353,"2012-02-22 00:00:00",51,"Balanced",NULL,"Little",49,"Mixed","Organised",49,"Normal",52,"Normal",52,"Normal","Organised",45,"Medium",46,"Press",58,"Normal","Cover"
9836,110569,"Dijon FCO","DIJ",354,"2013-09-20 00:00:00",51,"Balanced",NULL,"Little",49,"Mixed","Organised",49,"Normal",52,"Normal",52,"Normal","Organised",45,"Medium",46,"Press",58,"Normal","Cover"
