"id","country_id","season","stage","date","match_api_id","home_team_api_id","away_team_api_id","home_team_goal","away_team_goal","league_name","country_name","home_team_ln","home_team_sn","away_team_ln","away_team_sn","match_winner_id","match_winner"
5401,4769,"2009/2010",32,"2010-04-10 00:00:00",654541,8689,9851,1,1,"France Ligue 1","France","FC Lorient","LOR","Stade Rennais FC","REN",0,"draw"
5402,4769,"2009/2010",32,"2010-04-11 00:00:00",654542,9748,8639,1,1,"France Ligue 1","France","Olympique Lyonnais","LYO","LOSC Lille","LIL",0,"draw"
3443,1729,"2012/2013",27,"2013-02-24 00:00:00",1229389,10261,8466,4,2,"England Premier League","England","Newcastle United","NEW","Southampton","SOU",10261,"NEW"
3444,1729,"2012/2013",27,"2013-02-23 00:00:00",1229390,9850,8668,2,1,"England Premier League","England","Norwich City","NOR","Everton","EVE",9850,"NOR"
3445,1729,"2012/2013",27,"2013-02-23 00:00:00",1229391,10172,10260,0,2,"England Premier League","England","Queens Park Rangers","QPR","Manchester United","MUN",10260,"MUN"
3446,1729,"2012/2013",27,"2013-02-23 00:00:00",1229392,9798,8528,0,3,"England Premier League","England","Reading","REA","Wigan Athletic","WIG",8528,"WIG"
5403,4769,"2009/2010",32,"2010-04-11 00:00:00",654543,8592,9831,4,1,"France Ligue 1","France","Olympique de Marseille","MAR","OGC Nice","NIC",8592,"MAR"
5404,4769,"2009/2010",32,"2010-04-10 00:00:00",654544,9829,9873,2,1,"France Ligue 1","France","AS Monaco","MON","Valenciennes FC","VAL",9829,"MON"
3447,1729,"2012/2013",27,"2013-02-23 00:00:00",1229393,8659,8472,2,1,"England Premier League","England","West Bromwich Albion","WBA","Sunderland","SUN",8659,"WBA"
3448,1729,"2012/2013",27,"2013-02-25 00:00:00",1229394,8654,8586,2,3,"England Premier League","England","West Ham United","WHU","Tottenham Hotspur","TOT",8586,"TOT"
3449,1729,"2012/2013",28,"2013-03-04 00:00:00",1229395,10252,8456,0,1,"England Premier League","England","Aston Villa","AVL","Manchester City","MCI",8456,"MCI"
3450,1729,"2012/2013",28,"2013-03-02 00:00:00",1229396,8455,8659,1,0,"England Premier League","England","Chelsea","CHE","West Bromwich Albion","WBA",8455,"CHE"
16358,15722,"2010/2011",27,"2011-05-15 00:00:00",838821,10265,2186,1,0,"Poland Ekstraklasa","Poland","Wisła Kraków","WIS","Cracovia","CKR",10265,"WIS"
16359,15722,"2010/2011",27,"2011-05-13 00:00:00",838824,8031,8020,1,2,"Poland Ekstraklasa","Poland","Polonia Bytom","POB","Polonia Bytom","GOR",8020,"GOR"
3451,1729,"2012/2013",28,"2013-03-02 00:00:00",1229398,8668,9798,3,1,"England Premier League","England","Everton","EVE","Reading","REA",8668,"EVE"
3452,1729,"2012/2013",28,"2013-03-02 00:00:00",1229400,10260,9850,4,0,"England Premier League","England","Manchester United","MUN","Norwich City","NOR",10260,"MUN"
3453,1729,"2012/2013",28,"2013-03-02 00:00:00",1229401,8466,10172,1,2,"England Premier League","England","Southampton","SOU","Queens Park Rangers","QPR",10172,"QPR"
3454,1729,"2012/2013",28,"2013-03-02 00:00:00",1229402,10194,8654,0,1,"England Premier League","England","Stoke City","STK","West Ham United","WHU",8654,"WHU"
5405,4769,"2009/2010",32,"2010-04-11 00:00:00",654545,8481,8583,0,1,"France Ligue 1","France","AS Nancy-Lorraine","NAN","AJ Auxerre","AUX",8583,"AUX"
16360,15722,"2010/2011",27,"2011-05-14 00:00:00",838826,8245,8322,1,0,"Poland Ekstraklasa","Poland","Korona Kielce","KKI","Arka Gdynia","ARK",8245,"KKI"
3455,1729,"2012/2013",28,"2013-03-02 00:00:00",1229403,8472,9879,2,2,"England Premier League","England","Sunderland","SUN","Fulham","FUL",0,"draw"
3456,1729,"2012/2013",28,"2013-03-02 00:00:00",1229404,10003,10261,1,0,"England Premier League","England","Swansea City","SWA","Newcastle United","NEW",10003,"SWA"
3457,1729,"2012/2013",28,"2013-03-03 00:00:00",1229405,8586,9825,2,1,"England Premier League","England","Tottenham Hotspur","TOT","Arsenal","ARS",8586,"TOT"
3458,1729,"2012/2013",28,"2013-03-02 00:00:00",1229406,8528,8650,0,4,"England Premier League","England","Wigan Athletic","WIG","Liverpool","LIV",8650,"LIV"
14830,13274,"2013/2014",11,"2013-10-27 00:00:00",1473121,8277,8674,2,2,"Netherlands Eredivisie","Netherlands","Vitesse","VIT","FC Groningen","GRO",0,"draw"
3459,1729,"2012/2013",29,"2013-04-16 00:00:00",1229407,9825,8668,0,0,"England Premier League","England","Arsenal","ARS","Everton","EVE",0,"draw"
3460,1729,"2012/2013",29,"2013-04-17 00:00:00",1229408,9879,8455,0,3,"England Premier League","England","Fulham","FUL","Chelsea","CHE",8455,"CHE"
3461,1729,"2012/2013",29,"2013-03-10 00:00:00",1229409,8650,8586,3,2,"England Premier League","England","Liverpool","LIV","Tottenham Hotspur","TOT",8650,"LIV"
3462,1729,"2012/2013",29,"2013-04-17 00:00:00",1229410,8456,8528,1,0,"England Premier League","England","Manchester City","MCI","Wigan Athletic","WIG",8456,"MCI"
16361,15722,"2010/2011",27,"2011-05-15 00:00:00",838828,8024,8021,2,1,"Poland Ekstraklasa","Poland","Widzew Łódź","WID","Zagłębie Lubin","ZAG",8024,"WID"
16362,15722,"2010/2011",28,"2011-05-22 00:00:00",838831,8030,2182,2,1,"Poland Ekstraklasa","Poland","Lechia Gdańsk","LGD","Lech Poznań","POZ",8030,"LGD"
3463,1729,"2012/2013",29,"2013-03-10 00:00:00",1229412,10261,10194,2,1,"England Premier League","England","Newcastle United","NEW","Stoke City","STK",10261,"NEW"
3464,1729,"2012/2013",29,"2013-03-09 00:00:00",1229413,9850,8466,0,0,"England Premier League","England","Norwich City","NOR","Southampton","SOU",0,"draw"
3465,1729,"2012/2013",29,"2013-03-09 00:00:00",1229414,10172,8472,3,1,"England Premier League","England","Queens Park Rangers","QPR","Sunderland","SUN",10172,"QPR"
3466,1729,"2012/2013",29,"2013-03-09 00:00:00",1229415,9798,10252,1,2,"England Premier League","England","Reading","REA","Aston Villa","AVL",10252,"AVL"
3467,1729,"2012/2013",29,"2013-03-09 00:00:00",1229416,8659,10003,2,1,"England Premier League","England","West Bromwich Albion","WBA","Swansea City","SWA",8659,"WBA"
3468,1729,"2012/2013",29,"2013-04-17 00:00:00",1229417,8654,10260,2,2,"England Premier League","England","West Ham United","WHU","Manchester United","MUN",0,"draw"
3469,1729,"2012/2013",3,"2012-08-22 00:00:00",1228301,8455,9798,4,2,"England Premier League","England","Chelsea","CHE","Reading","REA",8455,"CHE"
3470,1729,"2012/2013",3,"2012-09-02 00:00:00",1228302,8650,9825,0,2,"England Premier League","England","Liverpool","LIV","Arsenal","ARS",9825,"ARS"
5406,4769,"2009/2010",32,"2010-04-10 00:00:00",654546,9874,9853,0,2,"France Ligue 1","France","FC Sochaux-Montbéliard","SOC","AS Saint-Étienne","ETI",9853,"ETI"
5407,4769,"2009/2010",32,"2010-04-10 00:00:00",654547,9941,9855,4,0,"France Ligue 1","France","Toulouse FC","TOU","Grenoble Foot 38","GRE",9941,"TOU"
16363,15722,"2010/2011",28,"2011-05-21 00:00:00",838834,8673,10265,2,0,"Poland Ekstraklasa","Poland","Legia Warszawa","LEG","Wisła Kraków","WIS",8673,"LEG"
3471,1729,"2012/2013",3,"2012-09-01 00:00:00",1228303,8456,10172,3,1,"England Premier League","England","Manchester City","MCI","Queens Park Rangers","QPR",8456,"MCI"
3472,1729,"2012/2013",3,"2012-09-02 00:00:00",1228304,10261,10252,1,1,"England Premier League","England","Newcastle United","NEW","Aston Villa","AVL",0,"draw"
3473,1729,"2012/2013",3,"2012-09-02 00:00:00",1228305,8466,10260,2,3,"England Premier League","England","Southampton","SOU","Manchester United","MUN",10260,"MUN"
3474,1729,"2012/2013",3,"2012-09-01 00:00:00",1228306,10003,8472,2,2,"England Premier League","England","Swansea City","SWA","Sunderland","SUN",0,"draw"
5408,4769,"2009/2010",32,"2010-04-10 00:00:00",654548,9847,9827,3,1,"France Ligue 1","France","Paris Saint-Germain","PSG","Girondins de Bordeaux","BOR",9847,"PSG"
5409,4769,"2009/2010",33,"2010-04-17 00:00:00",654706,8583,8689,4,1,"France Ligue 1","France","AJ Auxerre","AUX","FC Lorient","LOR",8583,"AUX"
16364,15722,"2010/2011",28,"2011-05-20 00:00:00",838836,8020,8025,3,1,"Poland Ekstraklasa","Poland","Polonia Bytom","GOR","Śląsk Wrocław","SLA",8020,"GOR"
3475,1729,"2012/2013",3,"2012-09-01 00:00:00",1228309,8586,9850,1,1,"England Premier League","England","Tottenham Hotspur","TOT","Norwich City","NOR",0,"draw"
3476,1729,"2012/2013",3,"2012-09-01 00:00:00",1228318,8659,8668,2,0,"England Premier League","England","West Bromwich Albion","WBA","Everton","EVE",8659,"WBA"
3477,1729,"2012/2013",3,"2012-09-01 00:00:00",1228319,8654,9879,3,0,"England Premier League","England","West Ham United","WHU","Fulham","FUL",8654,"WHU"
3478,1729,"2012/2013",3,"2012-09-01 00:00:00",1228320,8528,10194,2,2,"England Premier League","England","Wigan Athletic","WIG","Stoke City","STK",0,"draw"
5410,4769,"2009/2010",33,"2010-04-17 00:00:00",654707,9827,9748,2,2,"France Ligue 1","France","Girondins de Bordeaux","BOR","Olympique Lyonnais","LYO",0,"draw"
16365,15722,"2010/2011",28,"2011-05-21 00:00:00",838837,1957,8245,4,0,"Poland Ekstraklasa","Poland","Jagiellonia Białystok","BIA","Korona Kielce","KKI",1957,"BIA"
16366,15722,"2010/2011",28,"2011-05-20 00:00:00",838840,8569,8021,0,2,"Poland Ekstraklasa","Poland","GKS Bełchatów","BEL","Zagłębie Lubin","ZAG",8021,"ZAG"
3479,1729,"2012/2013",30,"2013-03-16 00:00:00",1229418,10252,10172,3,2,"England Premier League","England","Aston Villa","AVL","Queens Park Rangers","QPR",10252,"AVL"
3480,1729,"2012/2013",30,"2013-03-17 00:00:00",1229419,8455,8654,2,0,"England Premier League","England","Chelsea","CHE","West Ham United","WHU",8455,"CHE"
3481,1729,"2012/2013",30,"2013-03-16 00:00:00",1229420,8668,8456,2,0,"England Premier League","England","Everton","EVE","Manchester City","MCI",8668,"EVE"
3482,1729,"2012/2013",30,"2013-03-16 00:00:00",1229421,10260,9798,1,0,"England Premier League","England","Manchester United","MUN","Reading","REA",10260,"MUN"
5411,4769,"2009/2010",33,"2010-04-17 00:00:00",654708,4170,8592,1,2,"France Ligue 1","France","US Boulogne Cote D'Opale","BOU","Olympique de Marseille","MAR",8592,"MAR"
3483,1729,"2012/2013",30,"2013-03-16 00:00:00",1229422,8466,8650,3,1,"England Premier League","England","Southampton","SOU","Liverpool","LIV",8466,"SOU"
3484,1729,"2012/2013",30,"2013-03-16 00:00:00",1229423,10194,8659,0,0,"England Premier League","England","Stoke City","STK","West Bromwich Albion","WBA",0,"draw"
3485,1729,"2012/2013",30,"2013-03-17 00:00:00",1229424,8472,9850,1,1,"England Premier League","England","Sunderland","SUN","Norwich City","NOR",0,"draw"
3486,1729,"2012/2013",30,"2013-03-16 00:00:00",1229426,10003,9825,0,2,"England Premier League","England","Swansea City","SWA","Arsenal","ARS",9825,"ARS"
5412,4769,"2009/2010",33,"2010-04-17 00:00:00",654709,9855,9874,2,2,"France Ligue 1","France","Grenoble Foot 38","GRE","FC Sochaux-Montbéliard","SOC",0,"draw"
5413,4769,"2009/2010",33,"2010-04-18 00:00:00",654710,8639,9829,4,0,"France Ligue 1","France","LOSC Lille","LIL","AS Monaco","MON",8639,"LIL"
3487,1729,"2012/2013",30,"2013-03-17 00:00:00",1229427,8586,9879,0,1,"England Premier League","England","Tottenham Hotspur","TOT","Fulham","FUL",9879,"FUL"
3488,1729,"2012/2013",30,"2013-03-17 00:00:00",1229428,8528,10261,2,1,"England Premier League","England","Wigan Athletic","WIG","Newcastle United","NEW",8528,"WIG"
3489,1729,"2012/2013",31,"2013-03-30 00:00:00",1229430,9825,9798,4,1,"England Premier League","England","Arsenal","ARS","Reading","REA",9825,"ARS"
3490,1729,"2012/2013",31,"2013-03-31 00:00:00",1229431,10252,8650,1,2,"England Premier League","England","Aston Villa","AVL","Liverpool","LIV",8650,"LIV"
5414,4769,"2009/2010",33,"2010-04-18 00:00:00",654711,10249,9941,1,1,"France Ligue 1","France","Montpellier Hérault SC","MON","Toulouse FC","TOU",0,"draw"
5415,4769,"2009/2010",33,"2010-04-17 00:00:00",654712,9831,8588,0,0,"France Ligue 1","France","OGC Nice","NIC","RC Lens","LEN",0,"draw"
16367,15722,"2010/2011",28,"2011-05-21 00:00:00",838842,2186,8024,1,2,"Poland Ekstraklasa","Poland","Cracovia","CKR","Widzew Łódź","WID",8024,"WID"
3491,1729,"2012/2013",31,"2013-03-30 00:00:00",1229432,8668,10194,1,0,"England Premier League","England","Everton","EVE","Stoke City","STK",8668,"EVE"
3492,1729,"2012/2013",31,"2013-04-01 00:00:00",1229433,9879,10172,3,2,"England Premier League","England","Fulham","FUL","Queens Park Rangers","QPR",9879,"FUL"
3493,1729,"2012/2013",31,"2013-03-30 00:00:00",1229434,8456,10261,4,0,"England Premier League","England","Manchester City","MCI","Newcastle United","NEW",8456,"MCI"
3494,1729,"2012/2013",31,"2013-03-30 00:00:00",1229435,8466,8455,2,1,"England Premier League","England","Southampton","SOU","Chelsea","CHE",8466,"SOU"
5416,4769,"2009/2010",33,"2010-04-17 00:00:00",654713,9851,8481,0,0,"France Ligue 1","France","Stade Rennais FC","REN","AS Nancy-Lorraine","NAN",0,"draw"
5417,4769,"2009/2010",33,"2010-04-18 00:00:00",654714,9853,9847,0,0,"France Ligue 1","France","AS Saint-Étienne","ETI","Paris Saint-Germain","PSG",0,"draw"
3495,1729,"2012/2013",31,"2013-03-30 00:00:00",1229436,8472,10260,0,1,"England Premier League","England","Sunderland","SUN","Manchester United","MUN",10260,"MUN"
3496,1729,"2012/2013",31,"2013-03-30 00:00:00",1229437,10003,8586,1,2,"England Premier League","England","Swansea City","SWA","Tottenham Hotspur","TOT",8586,"TOT"
3497,1729,"2012/2013",31,"2013-03-30 00:00:00",1229438,8654,8659,3,1,"England Premier League","England","West Ham United","WHU","West Bromwich Albion","WBA",8654,"WHU"
3498,1729,"2012/2013",31,"2013-03-30 00:00:00",1229439,8528,9850,1,0,"England Premier League","England","Wigan Athletic","WIG","Norwich City","NOR",8528,"WIG"
5418,4769,"2009/2010",33,"2010-04-17 00:00:00",654715,9873,8682,0,1,"France Ligue 1","France","Valenciennes FC","VAL","Le Mans FC","LEM",8682,"LEM"
5419,4769,"2009/2010",34,"2010-04-24 00:00:00",654716,8682,8639,1,2,"France Ligue 1","France","Le Mans FC","LEM","LOSC Lille","LIL",8639,"LIL"
3499,1729,"2012/2013",32,"2013-04-07 00:00:00",1229440,8455,8472,2,1,"England Premier League","England","Chelsea","CHE","Sunderland","SUN",8455,"CHE"
3500,1729,"2012/2013",32,"2013-04-07 00:00:00",1229441,8650,8654,0,0,"England Premier League","England","Liverpool","LIV","West Ham United","WHU",0,"draw"
3501,1729,"2012/2013",32,"2013-04-08 00:00:00",1229442,10260,8456,1,2,"England Premier League","England","Manchester United","MUN","Manchester City","MCI",8456,"MCI"
3502,1729,"2012/2013",32,"2013-04-07 00:00:00",1229443,10261,9879,1,0,"England Premier League","England","Newcastle United","NEW","Fulham","FUL",10261,"NEW"
5420,4769,"2009/2010",34,"2010-04-25 00:00:00",654717,8588,9873,1,1,"France Ligue 1","France","RC Lens","LEN","Valenciennes FC","VAL",0,"draw"
5421,4769,"2009/2010",34,"2010-04-24 00:00:00",654718,8689,9827,1,0,"France Ligue 1","France","FC Lorient","LOR","Girondins de Bordeaux","BOR",8689,"LOR"
16368,15722,"2010/2011",28,"2011-05-22 00:00:00",838843,1601,2183,0,3,"Poland Ekstraklasa","Poland","Ruch Chorzów","CHO","P. Warszawa","PWA",2183,"PWA"
16369,15722,"2010/2011",28,"2011-05-21 00:00:00",838844,8322,8031,2,1,"Poland Ekstraklasa","Poland","Arka Gdynia","ARK","Polonia Bytom","POB",8322,"ARK"
3503,1729,"2012/2013",32,"2013-04-06 00:00:00",1229444,9850,10003,2,2,"England Premier League","England","Norwich City","NOR","Swansea City","SWA",0,"draw"
3504,1729,"2012/2013",32,"2013-04-07 00:00:00",1229445,10172,8528,1,1,"England Premier League","England","Queens Park Rangers","QPR","Wigan Athletic","WIG",0,"draw"
3505,1729,"2012/2013",32,"2013-04-06 00:00:00",1229446,9798,8466,0,2,"England Premier League","England","Reading","REA","Southampton","SOU",8466,"SOU"
3506,1729,"2012/2013",32,"2013-04-06 00:00:00",1229448,10194,10252,1,3,"England Premier League","England","Stoke City","STK","Aston Villa","AVL",10252,"AVL"
5422,4769,"2009/2010",34,"2010-05-12 00:00:00",654719,9748,9829,3,0,"France Ligue 1","France","Olympique Lyonnais","LYO","AS Monaco","MON",9748,"LYO"
5423,4769,"2009/2010",34,"2010-04-25 00:00:00",654720,8592,9853,1,0,"France Ligue 1","France","Olympique de Marseille","MAR","AS Saint-Étienne","ETI",8592,"MAR"
3507,1729,"2012/2013",32,"2013-04-07 00:00:00",1229449,8586,8668,2,2,"England Premier League","England","Tottenham Hotspur","TOT","Everton","EVE",0,"draw"
3508,1729,"2012/2013",32,"2013-04-06 00:00:00",1229450,8659,9825,1,2,"England Premier League","England","West Bromwich Albion","WBA","Arsenal","ARS",9825,"ARS"
3509,1729,"2012/2013",33,"2013-04-13 00:00:00",1229451,9825,9850,3,1,"England Premier League","England","Arsenal","ARS","Norwich City","NOR",9825,"ARS"
3510,1729,"2012/2013",33,"2013-04-13 00:00:00",1229452,10252,9879,1,1,"England Premier League","England","Aston Villa","AVL","Fulham","FUL",0,"draw"
5424,4769,"2009/2010",34,"2010-04-24 00:00:00",654721,8481,10249,0,0,"France Ligue 1","France","AS Nancy-Lorraine","NAN","Montpellier Hérault SC","MON",0,"draw"
5425,4769,"2009/2010",34,"2010-04-24 00:00:00",654722,9831,9855,2,1,"France Ligue 1","France","OGC Nice","NIC","Grenoble Foot 38","GRE",9831,"NIC"
3511,1729,"2012/2013",33,"2013-05-08 00:00:00",1229453,8455,8586,2,2,"England Premier League","England","Chelsea","CHE","Tottenham Hotspur","TOT",0,"draw"
3512,1729,"2012/2013",33,"2013-04-13 00:00:00",1229454,8668,10172,2,0,"England Premier League","England","Everton","EVE","Queens Park Rangers","QPR",8668,"EVE"
3513,1729,"2012/2013",33,"2013-05-07 00:00:00",1229455,8456,8659,1,0,"England Premier League","England","Manchester City","MCI","West Bromwich Albion","WBA",8456,"MCI"
3514,1729,"2012/2013",33,"2013-04-14 00:00:00",1229456,10261,8472,0,3,"England Premier League","England","Newcastle United","NEW","Sunderland","SUN",8472,"SUN"
5426,4769,"2009/2010",34,"2010-04-24 00:00:00",654723,9847,9851,1,1,"France Ligue 1","France","Paris Saint-Germain","PSG","Stade Rennais FC","REN",0,"draw"
16370,15722,"2010/2011",29,"2011-05-25 00:00:00",838845,1601,8025,1,2,"Poland Ekstraklasa","Poland","Ruch Chorzów","CHO","Śląsk Wrocław","SLA",8025,"SLA"
16371,15722,"2010/2011",29,"2011-05-25 00:00:00",838846,2183,8569,0,0,"Poland Ekstraklasa","Poland","P. Warszawa","PWA","GKS Bełchatów","BEL",0,"draw"
16372,15722,"2010/2011",29,"2011-05-25 00:00:00",838847,8322,8673,2,5,"Poland Ekstraklasa","Poland","Arka Gdynia","ARK","Legia Warszawa","LEG",8673,"LEG"
3515,1729,"2012/2013",33,"2013-04-13 00:00:00",1229457,9798,8650,0,0,"England Premier League","England","Reading","REA","Liverpool","LIV",0,"draw"
3516,1729,"2012/2013",33,"2013-04-13 00:00:00",1229458,8466,8654,1,1,"England Premier League","England","Southampton","SOU","West Ham United","WHU",0,"draw"
3517,1729,"2012/2013",33,"2013-04-14 00:00:00",1229459,10194,10260,0,2,"England Premier League","England","Stoke City","STK","Manchester United","MUN",10260,"MUN"
3518,1729,"2012/2013",33,"2013-05-07 00:00:00",1229460,8528,10003,2,3,"England Premier League","England","Wigan Athletic","WIG","Swansea City","SWA",10003,"SWA"
5427,4769,"2009/2010",34,"2010-04-24 00:00:00",654724,9874,4170,0,3,"France Ligue 1","France","FC Sochaux-Montbéliard","SOC","US Boulogne Cote D'Opale","BOU",4170,"BOU"
16373,15722,"2010/2011",29,"2011-05-25 00:00:00",838848,8024,8030,1,0,"Poland Ekstraklasa","Poland","Widzew Łódź","WID","Lechia Gdańsk","LGD",8024,"WID"
16374,15722,"2010/2011",29,"2011-05-25 00:00:00",838849,8031,2182,1,2,"Poland Ekstraklasa","Poland","Polonia Bytom","POB","Lech Poznań","POZ",2182,"POZ"
3519,1729,"2012/2013",34,"2013-04-20 00:00:00",1229461,9879,9825,0,1,"England Premier League","England","Fulham","FUL","Arsenal","ARS",9825,"ARS"
3520,1729,"2012/2013",34,"2013-04-21 00:00:00",1229462,8650,8455,2,2,"England Premier League","England","Liverpool","LIV","Chelsea","CHE",0,"draw"
3521,1729,"2012/2013",34,"2013-04-22 00:00:00",1229463,10260,10252,3,0,"England Premier League","England","Manchester United","MUN","Aston Villa","AVL",10260,"MUN"
3522,1729,"2012/2013",34,"2013-04-20 00:00:00",1229464,9850,9798,2,1,"England Premier League","England","Norwich City","NOR","Reading","REA",9850,"NOR"
14831,13274,"2013/2014",12,"2013-11-01 00:00:00",1473122,10219,9761,3,0,"Netherlands Eredivisie","Netherlands","RKC Waalwijk","RKC","NAC Breda","NAC",10219,"RKC"
3523,1729,"2012/2013",34,"2013-04-20 00:00:00",1229465,10172,10194,0,2,"England Premier League","England","Queens Park Rangers","QPR","Stoke City","STK",10194,"STK"
3524,1729,"2012/2013",34,"2013-04-20 00:00:00",1229466,8472,8668,1,0,"England Premier League","England","Sunderland","SUN","Everton","EVE",8472,"SUN"
3525,1729,"2012/2013",34,"2013-04-20 00:00:00",1229467,10003,8466,0,0,"England Premier League","England","Swansea City","SWA","Southampton","SOU",0,"draw"
3526,1729,"2012/2013",34,"2013-04-21 00:00:00",1229468,8586,8456,3,1,"England Premier League","England","Tottenham Hotspur","TOT","Manchester City","MCI",8586,"TOT"
5428,4769,"2009/2010",34,"2010-04-25 00:00:00",654725,9941,8583,0,3,"France Ligue 1","France","Toulouse FC","TOU","AJ Auxerre","AUX",8583,"AUX"
5429,4769,"2009/2010",35,"2010-04-30 00:00:00",654726,8583,8592,0,0,"France Ligue 1","France","AJ Auxerre","AUX","Olympique de Marseille","MAR",0,"draw"
3527,1729,"2012/2013",34,"2013-04-20 00:00:00",1229469,8659,10261,1,1,"England Premier League","England","West Bromwich Albion","WBA","Newcastle United","NEW",0,"draw"
3528,1729,"2012/2013",34,"2013-04-20 00:00:00",1229470,8654,8528,2,0,"England Premier League","England","West Ham United","WHU","Wigan Athletic","WIG",8654,"WHU"
3529,1729,"2012/2013",35,"2013-04-28 00:00:00",1229471,9825,10260,1,1,"England Premier League","England","Arsenal","ARS","Manchester United","MUN",0,"draw"
3530,1729,"2012/2013",35,"2013-04-29 00:00:00",1229472,10252,8472,6,1,"England Premier League","England","Aston Villa","AVL","Sunderland","SUN",10252,"AVL"
5430,4769,"2009/2010",35,"2010-05-02 00:00:00",654727,9827,9941,1,0,"France Ligue 1","France","Girondins de Bordeaux","BOR","Toulouse FC","TOU",9827,"BOR"
5431,4769,"2009/2010",35,"2010-05-02 00:00:00",654728,4170,9831,3,3,"France Ligue 1","France","US Boulogne Cote D'Opale","BOU","OGC Nice","NIC",0,"draw"
16375,15722,"2010/2011",29,"2011-05-25 00:00:00",838850,8021,10265,0,3,"Poland Ekstraklasa","Poland","Zagłębie Lubin","ZAG","Wisła Kraków","WIS",10265,"WIS"
3531,1729,"2012/2013",35,"2013-04-28 00:00:00",1229473,8455,10003,2,0,"England Premier League","England","Chelsea","CHE","Swansea City","SWA",8455,"CHE"
3532,1729,"2012/2013",35,"2013-04-27 00:00:00",1229475,8668,9879,1,0,"England Premier League","England","Everton","EVE","Fulham","FUL",8668,"EVE"
3533,1729,"2012/2013",35,"2013-04-27 00:00:00",1229476,8456,8654,2,1,"England Premier League","England","Manchester City","MCI","West Ham United","WHU",8456,"MCI"
3534,1729,"2012/2013",35,"2013-04-27 00:00:00",1229477,10261,8650,0,6,"England Premier League","England","Newcastle United","NEW","Liverpool","LIV",8650,"LIV"
5432,4769,"2009/2010",35,"2010-04-27 00:00:00",654729,9855,9847,4,0,"France Ligue 1","France","Grenoble Foot 38","GRE","Paris Saint-Germain","PSG",9855,"GRE"
3535,1729,"2012/2013",35,"2013-04-28 00:00:00",1229478,9798,10172,0,0,"England Premier League","England","Reading","REA","Queens Park Rangers","QPR",0,"draw"
3536,1729,"2012/2013",35,"2013-04-27 00:00:00",1229479,8466,8659,0,3,"England Premier League","England","Southampton","SOU","West Bromwich Albion","WBA",8659,"WBA"
3537,1729,"2012/2013",35,"2013-04-27 00:00:00",1229480,10194,9850,1,0,"England Premier League","England","Stoke City","STK","Norwich City","NOR",10194,"STK"
3538,1729,"2012/2013",35,"2013-04-27 00:00:00",1229481,8528,8586,2,2,"England Premier League","England","Wigan Athletic","WIG","Tottenham Hotspur","TOT",0,"draw"
5433,4769,"2009/2010",35,"2010-05-02 00:00:00",654730,8639,8481,3,1,"France Ligue 1","France","LOSC Lille","LIL","AS Nancy-Lorraine","NAN",8639,"LIL"
5434,4769,"2009/2010",35,"2010-04-27 00:00:00",654731,9829,8682,1,1,"France Ligue 1","France","AS Monaco","MON","Le Mans FC","LEM",0,"draw"
3539,1729,"2012/2013",36,"2013-05-04 00:00:00",1229482,9879,9798,2,4,"England Premier League","England","Fulham","FUL","Reading","REA",9798,"REA"
3540,1729,"2012/2013",36,"2013-05-05 00:00:00",1229483,8650,8668,0,0,"England Premier League","England","Liverpool","LIV","Everton","EVE",0,"draw"
3541,1729,"2012/2013",36,"2013-05-05 00:00:00",1229484,10260,8455,0,1,"England Premier League","England","Manchester United","MUN","Chelsea","CHE",8455,"CHE"
3542,1729,"2012/2013",36,"2013-05-04 00:00:00",1229485,9850,10252,1,2,"England Premier League","England","Norwich City","NOR","Aston Villa","AVL",10252,"AVL"
5435,4769,"2009/2010",35,"2010-05-02 00:00:00",654732,10249,9748,0,1,"France Ligue 1","France","Montpellier Hérault SC","MON","Olympique Lyonnais","LYO",9748,"LYO"
16376,15722,"2010/2011",29,"2011-05-25 00:00:00",838851,8245,8020,1,0,"Poland Ekstraklasa","Poland","Korona Kielce","KKI","Polonia Bytom","GOR",8245,"KKI"
16377,15722,"2010/2011",29,"2011-05-25 00:00:00",838852,2186,1957,3,0,"Poland Ekstraklasa","Poland","Cracovia","CKR","Jagiellonia Białystok","BIA",2186,"CKR"
3543,1729,"2012/2013",36,"2013-05-04 00:00:00",1229486,10172,9825,0,1,"England Premier League","England","Queens Park Rangers","QPR","Arsenal","ARS",9825,"ARS"
3544,1729,"2012/2013",36,"2013-05-06 00:00:00",1229487,8472,10194,1,1,"England Premier League","England","Sunderland","SUN","Stoke City","STK",0,"draw"
3545,1729,"2012/2013",36,"2013-05-04 00:00:00",1229488,10003,8456,0,0,"England Premier League","England","Swansea City","SWA","Manchester City","MCI",0,"draw"
3546,1729,"2012/2013",36,"2013-05-04 00:00:00",1229490,8586,8466,1,0,"England Premier League","England","Tottenham Hotspur","TOT","Southampton","SOU",8586,"TOT"
5436,4769,"2009/2010",35,"2010-05-02 00:00:00",654733,9851,9874,1,2,"France Ligue 1","France","Stade Rennais FC","REN","FC Sochaux-Montbéliard","SOC",9874,"SOC"
16378,15722,"2010/2011",3,"2010-08-20 00:00:00",838406,8025,8673,0,1,"Poland Ekstraklasa","Poland","Śląsk Wrocław","SLA","Legia Warszawa","LEG",8673,"LEG"
